,Road_Configuration,Light_Condition
17425,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
17426,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17427,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17428,"TWO-WAY,NOT DIVIDED",UNKNOWN
17429,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17430,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17431,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17432,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17433,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17434,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17435,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17436,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17437,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17438,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17439,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17440,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17441,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17442,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17443,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17444,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17445,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17446,"TWO-WAY,NOT DIVIDED",DUSK
17447,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17448,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
17449,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
17450,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17451,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17452,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17453,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17454,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17455,"TWO-WAY,NOT DIVIDED",DAWN
17456,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17457,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17458,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17459,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DUSK
17460,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17461,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17462,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17463,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17464,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17465,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17466,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17467,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17468,UNKNOWN,UNKNOWN
17469,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17470,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17471,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17472,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17473,UNKNOWN,DAYLIGHT
17474,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17475,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17476,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17477,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17478,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17479,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17480,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17481,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17482,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17483,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17484,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17485,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
17486,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
17487,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17488,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17489,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17490,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17491,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17492,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17493,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17494,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17495,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17496,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17497,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17498,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17499,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17500,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
17501,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17502,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17503,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17504,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17505,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17506,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17507,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17508,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17509,UNKNOWN,UNKNOWN
17510,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17511,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17512,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17513,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17514,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17515,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17516,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17517,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17518,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17519,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17520,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17521,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17522,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17523,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17524,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17525,UNKNOWN,UNKNOWN
17526,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17527,UNKNOWN,UNKNOWN
17528,UNKNOWN,DAYLIGHT
17529,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17530,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17531,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17532,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17533,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17534,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17535,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17536,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17537,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17538,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17539,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17540,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17541,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17542,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17543,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17544,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17545,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17546,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17547,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17548,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17549,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17550,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17551,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17552,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17553,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17554,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17555,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17556,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17557,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17558,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17559,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17560,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17561,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17562,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17563,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17564,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17565,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17566,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17567,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17568,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17569,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17570,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17571,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17572,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17573,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17574,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17575,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17576,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
17577,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17578,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17579,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
17580,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
17581,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17582,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17583,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17584,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17585,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17586,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17587,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17588,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17589,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17590,UNKNOWN,DAYLIGHT
17591,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17592,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17593,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17594,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17595,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17596,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17597,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17598,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17599,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17600,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17601,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17602,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17603,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17604,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17605,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17606,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17607,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17608,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17609,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17610,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17611,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17612,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17613,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17614,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17615,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17616,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17617,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17618,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17619,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17620,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17621,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17622,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17623,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17624,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17625,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17626,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17627,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17628,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17629,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17630,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17631,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17632,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17633,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17634,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17635,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
17636,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17637,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17638,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17639,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17640,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17641,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17642,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
17643,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17644,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17645,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17646,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17647,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17648,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17649,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17650,UNKNOWN,UNKNOWN
17651,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17652,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17653,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17654,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17655,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17656,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17657,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17658,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17659,"TWO-WAY,NOT DIVIDED",DAWN
17660,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17661,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17662,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17663,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17664,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17665,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17666,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17667,UNKNOWN,UNKNOWN
17668,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17669,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17670,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17671,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17672,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17673,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17674,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17675,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17676,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17677,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17678,"TWO-WAY,NOT DIVIDED",UNKNOWN
17679,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17680,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17681,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
17682,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17683,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17684,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17685,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17686,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17687,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17688,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17689,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17690,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17691,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17692,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17693,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17694,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17695,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17696,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17697,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17698,UNKNOWN,UNKNOWN
17699,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
17700,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17701,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17702,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17703,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17704,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17705,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17706,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17707,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17708,UNKNOWN,UNKNOWN
17709,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17710,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17711,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17712,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17713,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17714,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17715,UNKNOWN,UNKNOWN
17716,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17717,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17718,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17719,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17720,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17721,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17722,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17723,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17724,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17725,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17726,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17727,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17728,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17729,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17730,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17731,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17732,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17733,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17734,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17735,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17736,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17737,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17738,"ONE-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17739,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
17740,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17741,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17742,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17743,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17744,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17745,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17746,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17747,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17748,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17749,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17750,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17751,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
17752,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17753,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17754,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17755,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17756,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17757,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17758,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17759,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17760,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17761,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17762,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17763,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17764,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17765,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17766,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17767,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17768,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17769,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
17770,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17771,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17772,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17773,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17774,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17775,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17776,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17777,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17778,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17779,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17780,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17781,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17782,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17783,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17784,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17785,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17786,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17787,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17788,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17789,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17790,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17791,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17792,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17793,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
17794,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17795,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17796,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17797,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17798,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17799,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17800,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17801,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17802,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17803,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17804,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17805,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17806,"TWO-WAY,NOT DIVIDED",DAYLIGHT
